scenario,outcome,stat,year,value
scenario_offer-25.0_accept-75.0,pain,upper,2002,0.20438492571721312
scenario_offer-25.0_accept-75.0,pain,upper,2003,0.22642888498683056
scenario_offer-25.0_accept-75.0,pain,upper,2004,0.18717917591564928
scenario_offer-25.0_accept-75.0,pain,upper,2005,0.16378487421549495
scenario_offer-25.0_accept-75.0,pain,upper,2006,0.1895897001241524
scenario_offer-25.0_accept-75.0,pain,upper,2007,0.17427648192450823
scenario_offer-25.0_accept-75.0,pain,upper,2008,0.17167860455529216
scenario_offer-25.0_accept-75.0,pain,upper,2009,0.18726756751494383
scenario_offer-25.0_accept-75.0,pain,upper,2010,0.17370041683474519
scenario_offer-25.0_accept-75.0,pain,upper,2011,0.16596799258089578
scenario_offer-25.0_accept-75.0,pain,upper,2012,0.19853185595567868
scenario_offer-25.0_accept-75.0,pain,upper,2013,0.16993471953578337
scenario_offer-25.0_accept-75.0,pain,upper,2014,0.1626786810488468
scenario_offer-25.0_accept-75.0,pain,upper,2015,0.1450222057735011
scenario_offer-25.0_accept-75.0,pain,upper,2016,0.1935463245606798
scenario_offer-25.0_accept-75.0,pain,upper,2017,0.15923457468737115
scenario_offer-25.0_accept-75.0,pain,upper,2018,0.17877740563162559
scenario_offer-25.0_accept-75.0,pain,upper,2019,0.1883221872541306
scenario_offer-25.0_accept-75.0,pain,upper,2020,0.17473572530864195
scenario_offer-25.0_accept-75.0,pain,upper,2021,0.1621790159113585
scenario_offer-25.0_accept-75.0,pain,upper,2022,0.17814675165510488
scenario_offer-25.0_accept-75.0,pain,upper,2023,0.15580931263858094
scenario_offer-25.0_accept-75.0,pain,upper,2024,0.17203723986856514
scenario_offer-25.0_accept-75.0,pain,upper,2025,0.1371444543828265
scenario_offer-25.0_accept-75.0,pain,upper,2026,0.15850228190275584
scenario_offer-25.0_accept-75.0,pain,upper,2027,0.1511071251855517
scenario_offer-25.0_accept-75.0,pain,upper,2028,0.16431282299741604
scenario_offer-25.0_accept-75.0,pain,upper,2029,0.1420547620926379
scenario_offer-25.0_accept-75.0,pain,upper,2030,0.15157362398096105
scenario_offer-25.0_accept-75.0,pain,upper,2031,0.13482815964523281
scenario_offer-25.0_accept-75.0,pain,upper,2032,0.16160325541733547
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2000,0.15771329447796595
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2001,0.16468133434581828
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2002,0.17007654862767568
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2003,0.17359065472323623
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2004,0.1620657806668202
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2005,0.1508952232165316
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2006,0.1527908328556548
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2007,0.1300609630379367
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2008,0.1379266075955149
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2009,0.11198787968244919
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2010,0.12431432635330686
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2011,0.16927480282253976
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2012,0.1532755549555844
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2013,0.2001107380274047
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2014,0.1676904557489265
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2015,0.14171047103047096
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2016,0.13427860768813452
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2017,0.18911732956212363
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2018,0.18937962265860817
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2019,0.17949651428818097
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2020,0.16186463760895292
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2021,0.09249830090597208
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2022,0.15980081814320946
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2023,0.16141598370765037
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2024,0.15436230436230436
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2025,0.14747213845707363
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2026,0.1378276587184633
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2027,0.1305003532015026
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2028,0.1288461897298104
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2029,0.13118224167137213
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2030,0.17001021842756936
scenario_offer-25.0_accept-75.0,prop_disrupted,mean,2031,0.1598018839167015
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2000,0.15056239698104112
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2001,0.15686750079279813
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2002,0.1646735667461106
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2003,0.15669646173473709
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2004,0.13605623487421786
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2005,0.10842052187354381
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2006,0.10864152576976685
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2007,0.12589386430741886
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2008,0.12923161385636353
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2009,0.1117011112870436
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2010,0.1076900159377983
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2011,0.13335198595328582
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2012,0.1360118998260007
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2013,0.177709825668159
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2014,0.15687870711571358
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2015,0.1198806505230412
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2016,0.12520317061277736
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2017,0.17612253314477283
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2018,0.1692903587287645
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2019,0.16564024594232926
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2020,0.14504385442733456
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2021,0.07224215891254246
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2022,0.15222844320534537
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2023,0.1384387645533479
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2024,0.15414217726717724
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2025,0.1251949328057738
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2026,0.11295328939366296
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2027,0.12952817191322938
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2028,0.11142677949179386
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2029,0.11985737028671813
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2030,0.161096279531853
scenario_offer-25.0_accept-75.0,prop_disrupted,lower,2031,0.1556402162374801
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2000,0.16486419197489074
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2001,0.17249516789883843
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2002,0.17547953050924078
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2003,0.19048484771173538
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2004,0.18807532645942257
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2005,0.19336992455951937
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2006,0.19694013994154277
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2007,0.13422806176845456
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2008,0.14662160133466626
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2009,0.1122746480778548
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2010,0.1409386367688154
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2011,0.2051976196917937
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2012,0.1705392100851681
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2013,0.2225116503866504
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2014,0.17850220438213937
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2015,0.16354029153790076
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2016,0.14335404476349167
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2017,0.2021121259794744
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2018,0.20946888658845184
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2019,0.19335278263403266
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2020,0.1786854207905713
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2021,0.11275444289940167
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2022,0.1673731930810735
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2023,0.18439320286195285
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2024,0.15458243145743147
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2025,0.16974934410837347
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2026,0.16270202804326364
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2027,0.13147253448977586
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2028,0.14626559996782698
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2029,0.14250711305602612
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2030,0.1789241573232857
scenario_offer-25.0_accept-75.0,prop_disrupted,upper,2031,0.1639635515959229
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2000,102.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2001,187.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2002,252.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2003,307.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2004,348.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2005,383.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2006,412.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2007,438.5
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2008,471.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2009,504.5
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2010,543.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2011,597.5
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2012,647.5
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2013,711.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2014,766.5
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2015,809.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2016,840.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2017,888.5
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2018,945.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2019,999.5
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2020,1050.5
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2021,1079.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2022,1126.5
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2023,1173.5
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2024,1217.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2025,1257.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2026,1301.5
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2027,1344.5
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2028,1385.5
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2029,1420.5
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2030,1465.0
scenario_offer-25.0_accept-75.0,n_disruptions,mean,2031,1513.5
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2000,89.65
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2001,165.15
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2002,228.25
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2003,284.2
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2004,329.0
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2005,358.3
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2006,383.5
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2007,414.275
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2008,445.35
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2009,483.125
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2010,526.85
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2011,561.875
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2012,611.875
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2013,681.55
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2014,739.425
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2015,795.7
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2016,830.5
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2017,888.025
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2018,938.35
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2019,996.175
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2020,1045.275
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2021,1075.2
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2022,1121.275
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2023,1166.375
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2024,1212.25
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2025,1249.4
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2026,1284.875
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2027,1326.925
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2028,1360.325
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2029,1391.525
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2030,1437.45
scenario_offer-25.0_accept-75.0,n_disruptions,lower,2031,1483.575
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2000,114.35
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2001,208.85
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2002,275.75
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2003,329.8
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2004,367.0
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2005,407.7
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2006,440.5
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2007,462.725
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2008,496.65
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2009,525.875
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2010,559.15
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2011,633.125
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2012,683.125
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2013,740.45
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2014,793.575
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2015,822.3
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2016,849.5
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2017,888.975
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2018,951.65
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2019,1002.825
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2020,1055.725
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2021,1082.8
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2022,1131.725
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2023,1180.625
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2024,1221.75
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2025,1264.6
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2026,1318.125
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2027,1362.075
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2028,1410.675
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2029,1449.475
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2030,1492.55
scenario_offer-25.0_accept-75.0,n_disruptions,upper,2031,1543.425
scenario_offer-50.0_accept-25.0,hiud,mean,2000,0.0
scenario_offer-50.0_accept-25.0,hiud,mean,2001,0.0
scenario_offer-50.0_accept-25.0,hiud,mean,2002,0.001953125
scenario_offer-50.0_accept-25.0,hiud,mean,2003,0.0018656716417910447
scenario_offer-50.0_accept-25.0,hiud,mean,2004,0.001838235294117647
scenario_offer-50.0_accept-25.0,hiud,mean,2005,0.0017667844522968198
scenario_offer-50.0_accept-25.0,hiud,mean,2006,0.0016891891891891893
scenario_offer-50.0_accept-25.0,hiud,mean,2007,0.001644736842105263
scenario_offer-50.0_accept-25.0,hiud,mean,2008,0.0032103473152633203
scenario_offer-50.0_accept-25.0,hiud,mean,2009,0.0031201931501781575
scenario_offer-50.0_accept-25.0,hiud,mean,2010,0.004495540316435839
scenario_offer-50.0_accept-25.0,hiud,mean,2011,0.004315278508826896
scenario_offer-50.0_accept-25.0,hiud,mean,2012,0.005627225959635932
scenario_offer-50.0_accept-25.0,hiud,mean,2013,0.008250725338491294
scenario_offer-50.0_accept-25.0,hiud,mean,2014,0.008111900377093747
scenario_offer-50.0_accept-25.0,hiud,mean,2015,0.005416215908443888
scenario_offer-50.0_accept-25.0,hiud,mean,2016,0.005245716800044001
scenario_offer-50.0_accept-25.0,hiud,mean,2017,0.006370364553681855
scenario_offer-50.0_accept-25.0,hiud,mean,2018,0.003735774835519081
scenario_offer-50.0_accept-25.0,hiud,mean,2019,0.006118743569569691
scenario_offer-50.0_accept-25.0,hiud,mean,2020,0.0036384140550807216
scenario_offer-50.0_accept-25.0,hiud,mean,2021,0.004813667314323724
scenario_offer-50.0_accept-25.0,hiud,mean,2022,0.007195088340673066
scenario_offer-50.0_accept-25.0,hiud,mean,2023,0.0058815168571266134
scenario_offer-50.0_accept-25.0,hiud,mean,2024,0.008237144381722695
scenario_offer-50.0_accept-25.0,hiud,mean,2025,0.009380590339892666
scenario_offer-50.0_accept-25.0,hiud,mean,2026,0.011628927505704757
scenario_offer-50.0_accept-25.0,hiud,mean,2027,0.022246962449832316
scenario_offer-50.0_accept-25.0,hiud,mean,2028,0.017393410852713176
scenario_offer-50.0_accept-25.0,hiud,mean,2029,0.0183539809042847
scenario_offer-50.0_accept-25.0,hiud,mean,2030,0.014588859416445624
scenario_offer-50.0_accept-25.0,hiud,mean,2031,0.013455349959774737
scenario_offer-50.0_accept-25.0,hiud,mean,2032,0.011185738308776425
scenario_offer-50.0_accept-25.0,hiud,lower,2000,0.0
scenario_offer-50.0_accept-25.0,hiud,lower,2001,0.0
scenario_offer-50.0_accept-25.0,hiud,lower,2002,9.765625e-05
scenario_offer-50.0_accept-25.0,hiud,lower,2003,9.328358208955224e-05
scenario_offer-50.0_accept-25.0,hiud,lower,2004,9.191176470588235e-05
scenario_offer-50.0_accept-25.0,hiud,lower,2005,8.8339222614841e-05
scenario_offer-50.0_accept-25.0,hiud,lower,2006,8.445945945945946e-05
scenario_offer-50.0_accept-25.0,hiud,lower,2007,8.223684210526316e-05
scenario_offer-50.0_accept-25.0,hiud,lower,2008,0.003195661135731217
scenario_offer-50.0_accept-25.0,hiud,lower,2009,0.003106320216515119
scenario_offer-50.0_accept-25.0,hiud,lower,2010,0.00306059791134418
scenario_offer-50.0_accept-25.0,hiud,lower,2011,0.003001687679107034
scenario_offer-50.0_accept-25.0,hiud,lower,2012,0.005544519192718639
scenario_offer-50.0_accept-25.0,hiud,lower,2013,0.007992323500967118
scenario_offer-50.0_accept-25.0,hiud,lower,2014,0.007945277558537227
scenario_offer-50.0_accept-25.0,hiud,lower,2015,0.0027319506917952516
scenario_offer-50.0_accept-25.0,hiud,lower,2016,0.005121620878365372
scenario_offer-50.0_accept-25.0,hiud,lower,2017,0.005279353736822474
scenario_offer-50.0_accept-25.0,hiud,lower,2018,0.00261645626095754
scenario_offer-50.0_accept-25.0,hiud,lower,2019,0.0026632572777340676
scenario_offer-50.0_accept-25.0,hiud,lower,2020,0.002527599715099715
scenario_offer-50.0_accept-25.0,hiud,lower,2021,0.0025521188888305416
scenario_offer-50.0_accept-25.0,hiud,lower,2022,0.0026939067511859874
